,isAssertionRoulette,isEagerTest,isLazyTest,isMysteryGuest,isSensitiveEquality,isResourceOptimism,isForTestersOnly,isIndirectTesting,LOC_prod,HALSTEAD_prod,RFC_prod,CBO_prod,MPC_prod,IFC_prod,DAC_prod,DAC2_prod,LCOM1_prod,LCOM2_prod,LCOM3_prod,LCOM4_prod,CONNECTIVITY_prod,LCOM5_prod,COH_prod,TCC_prod,LCC_prod,ICH_prod,WMC_prod,NOA_prod,NOPA_prod,NOP_prod,McCABE_prod,BUSWEIMER_prod,LOC_test,HALSTEAD_test,RFC_test,CBO_test,MPC_test,IFC_test,DAC_test,DAC2_test,LCOM1_test,LCOM2_test,LCOM3_test,LCOM4_test,CONNECTIVITY_test,LCOM5_test,COH_test,TCC_test,LCC_test,ICH_test,WMC_test,NOA_test,NOPA_test,NOP_test,McCABE_test,BUSWEIMER_test,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,prod_readability,test_readability,No. Methods,Vocabulary,Word,Special,Non Whithe Characters,No. Method Invoctions,AST size,Max Depth,Avg Depth,Deg2,DegPerm,Dexterity,No. Expressions,No. Try,No. Catch,No. Loop,No. Break,No. Continue,No. Conditions,No. Else,Bad API,Junit,Hamcrest,Mockito,No. Methods_prod,Vocabulary_prod,Word_prod,Special_prod,Non Whithe Characters_prod,No. Method Invoctions_prod,AST size_prod,Max Depth_prod,Avg Depth_prod,Deg2_prod,DegPerm_prod,Dexterity_prod,No. Expressions_prod,No. Try_prod,No. Catch_prod,No. Loop_prod,No. Break_prod,No. Continue_prod,No. Conditions_prod,No. Else_prod,Strings,Strings_prod,Numeric Literals,Numeric Literals_prod,Comments,Comments_prod,No. Field Access,No. Field Access_prod,No. Primitives,No. Primitives_prod,Avg Depth Squared,Avg Depth Squared_prod,No. &&,No. &&_prod,No. ||,No. ||_prod,No. Ternary,No. Ternary_prod
53,0.004,0.008,0.0,0.003,-0.002,0.001,0.001,-0.007,-0.002,0.001,-0.06,0.113,0.021,0.091,-0.05,-0.021,0.003,-0.004,-0.027,0.026,0.001,0.023,-0.001,-0.001,-0.003,-0.003,-0.08,-0.052,-0.035,0.031,0.055,-0.001,0.004,-0.005,-0.115,0.159,0.081,-0.003,0.038,0.026,0.03,-0.028,-0.028,0.022,-0.002,0.182,0.003,0.002,0.294,-0.001,-0.196,0.038,0.002,0.033,0.255,-0.001,-0.001,0.0,0.0,-0.004,-0.004,0.002,0.001,0.0,0.002,-0.003,-0.56,0.029,0.038,0.005,-0.0,0.023,-0.016,0.012,-0.024,0.0,0.0,0.264,-0.013,0.012,0.03,0.223,0.006,0.0,0.04,0.017,0.326,0.008,-0.002,0.002,-0.069,-0.061,0.001,-0.0,-0.0,0.052,-0.01,-0.058,-0.011,0.0,-0.0,0.119,0.009,-0.024,-0.036,0.035,-0.048,-0.004,0.036,-0.124,0.0,-0.001,0.0,-0.043,-0.001,-0.0,-0.052,-0.039,0.204,0.016,-0.144,0.007,0.009,-0.036,0.001,0.104,0.007,-0.029
54,0.004,0.007,-0.0,0.0,0.008,0.001,0.005,-0.001,0.012,-0.001,0.081,-0.355,-0.085,0.094,-0.127,-0.051,0.003,-0.003,0.036,-0.045,-0.006,0.125,-0.005,0.017,0.045,0.006,0.166,-0.127,0.001,-0.139,-0.015,0.001,0.004,-0.002,-0.039,-0.056,0.043,0.011,0.038,0.021,0.008,-0.006,0.01,-0.019,0.011,0.026,0.004,0.011,0.023,0.008,-0.083,0.038,0.002,0.024,0.059,-0.001,-0.001,-0.0,0.0,0.001,0.002,-0.015,0.003,-0.003,0.002,-0.001,-0.218,-0.022,0.012,0.004,0.001,0.006,-0.006,0.037,-0.016,-0.0,0.0,0.331,-0.013,0.025,0.013,0.084,0.003,0.001,0.031,0.011,-0.478,0.007,-0.002,0.001,0.003,0.073,0.035,0.001,-0.001,-0.024,0.003,0.104,-0.001,-0.0,0.0,-0.215,-0.023,0.002,0.008,-0.25,0.025,0.008,0.088,0.342,-0.002,0.001,0.002,0.059,-0.003,0.001,0.103,0.16,0.037,-0.032,-0.098,0.003,0.003,-0.136,0.001,-0.053,0.004,-0.045
55,0.001,-0.011,-0.0,-0.0,-0.006,0.001,-0.004,0.008,-0.001,0.0,-0.114,0.454,0.094,0.059,-0.075,0.006,-0.006,0.007,-0.011,0.016,-0.004,-0.124,0.009,-0.032,-0.011,0.004,-0.207,-0.09,-0.065,-0.033,0.127,0.001,0.003,-0.0,-0.041,0.047,0.093,0.012,0.054,0.03,0.001,-0.0,-0.006,-0.001,0.015,0.017,0.007,0.017,-0.382,0.005,-0.135,0.054,0.005,0.017,0.009,0.001,0.001,0.001,0.0,-0.0,-0.001,0.016,0.0,-0.002,-0.004,0.001,-0.028,-0.114,0.009,0.001,0.0,0.02,-0.014,0.178,0.048,0.0,0.0,0.185,0.01,0.091,0.087,0.094,0.002,0.0,0.024,-0.004,-0.33,-0.006,0.003,-0.003,0.042,-0.042,0.016,-0.0,-0.001,0.051,-0.013,-0.029,0.001,0.0,0.0,0.047,-0.0,0.107,0.127,0.025,-0.054,-0.011,0.113,-0.058,0.001,0.002,0.001,0.025,0.0,0.001,0.06,0.123,0.075,0.041,0.412,0.008,0.004,0.029,0.003,0.13,0.01,-0.008
56,-0.002,-0.007,-0.0,-0.001,0.007,0.0,0.001,-0.001,-0.005,0.0,0.139,-0.09,-0.117,0.039,0.039,-0.003,0.01,-0.011,0.032,-0.041,-0.002,0.167,0.005,0.002,-0.019,0.004,0.256,0.052,0.068,-0.06,-0.122,-0.0,-0.002,-0.001,-0.002,0.011,0.018,0.021,-0.023,-0.019,0.015,-0.015,-0.023,0.016,-0.014,0.005,-0.004,-0.007,-0.236,-0.004,-0.019,-0.023,-0.006,-0.028,0.06,0.002,-0.0,0.002,-0.0,0.003,0.003,-0.004,0.0,-0.001,-0.0,-0.001,-0.148,0.051,-0.005,0.002,-0.0,-0.002,-0.01,0.159,0.054,0.0,0.0,-0.293,0.016,0.096,0.074,0.23,0.004,-0.0,0.036,0.016,0.282,-0.004,-0.001,-0.002,0.054,-0.045,-0.036,-0.003,0.001,-0.004,0.004,0.139,0.059,-0.0,-0.0,0.094,0.021,0.018,-0.014,-0.128,0.002,-0.004,0.051,0.152,0.0,-0.002,-0.014,-0.062,0.001,-0.0,-0.086,-0.136,0.047,-0.016,0.47,-0.025,0.004,-0.379,0.002,-0.047,0.008,-0.015
57,-0.003,-0.002,-0.0,-0.002,-0.002,-0.001,-0.002,-0.002,-0.001,-0.0,0.005,0.113,0.025,-0.024,0.033,-0.008,0.003,-0.002,0.004,-0.004,-0.003,-0.025,-0.002,-0.011,-0.02,-0.002,-0.019,0.026,0.019,-0.011,-0.042,0.0,-0.005,0.002,-0.052,-0.154,-0.02,-0.01,0.061,0.006,0.018,-0.017,-0.003,-0.004,0.003,0.055,-0.0,0.012,0.564,0.024,-0.032,0.061,-0.005,0.017,-0.058,0.001,0.0,0.002,0.0,0.0,0.002,0.003,0.001,-0.001,-0.002,-0.0,0.233,-0.024,0.023,-0.001,0.0,0.008,0.001,0.071,0.03,-0.0,0.0,0.046,-0.017,0.487,0.488,0.069,0.002,0.001,-0.03,-0.003,-0.01,-0.004,0.002,-0.003,0.032,0.023,-0.006,0.006,-0.0,-0.008,0.005,0.03,-0.045,-0.0,0.0,-0.057,-0.005,-0.042,-0.032,-0.045,-0.009,-0.018,-0.057,0.099,-0.0,-0.001,0.019,-0.01,-0.002,0.0,0.006,-0.004,-0.064,0.018,0.199,0.014,-0.002,0.033,0.0,-0.046,0.003,0.005
58,0.009,0.012,0.0,-0.003,0.0,-0.001,0.004,-0.001,0.006,-0.001,0.081,-0.043,-0.017,-0.018,0.104,0.026,-0.005,0.005,-0.002,0.01,0.008,0.091,-0.004,-0.012,-0.015,0.004,0.098,0.108,0.036,0.068,-0.165,0.001,-0.011,-0.001,0.042,-0.109,0.055,0.018,0.102,0.036,0.001,-0.001,-0.013,-0.006,0.008,-0.047,0.006,0.014,-0.462,0.022,-0.013,0.102,0.004,0.035,0.008,-0.001,-0.001,-0.001,-0.0,0.002,0.002,-0.0,-0.002,-0.003,0.004,0.002,0.132,-0.163,-0.011,-0.002,0.0,-0.004,-0.013,0.002,-0.03,-0.0,-0.0,0.53,0.026,0.201,0.223,-0.052,0.002,0.0,0.024,0.014,0.348,0.01,0.001,-0.003,0.113,0.024,-0.015,-0.004,0.0,-0.042,0.006,-0.064,-0.088,-0.0,-0.0,-0.115,0.012,-0.015,-0.02,0.039,0.042,-0.003,-0.05,-0.04,0.001,0.0,-0.007,-0.008,-0.001,0.0,0.007,-0.114,0.021,-0.052,-0.2,0.037,0.002,0.048,0.003,-0.06,-0.002,0.065
59,-0.001,-0.014,-0.0,-0.002,0.005,-0.001,0.001,0.001,0.012,-0.0,-0.14,-0.593,0.145,0.105,0.079,-0.043,-0.006,0.007,-0.039,0.043,-0.012,-0.193,0.004,-0.053,-0.046,-0.021,-0.286,0.08,0.109,-0.064,0.144,0.002,0.003,-0.002,0.046,-0.198,-0.033,0.002,0.028,0.014,-0.001,0.002,0.009,-0.006,0.006,0.006,0.001,0.014,-0.034,0.005,0.079,0.028,-0.002,0.027,-0.047,0.001,0.002,0.003,-0.0,0.004,0.002,-0.031,-0.004,-0.006,-0.0,0.001,-0.162,0.047,-0.008,-0.002,0.0,-0.016,0.001,0.15,0.037,-0.0,0.0,0.01,0.006,0.001,-0.002,0.136,0.0,-0.0,0.031,0.026,0.098,-0.009,-0.001,-0.002,0.038,0.142,0.015,-0.004,-0.002,-0.029,-0.002,-0.073,-0.099,-0.0,0.0,-0.143,-0.001,-0.018,0.008,0.243,0.035,-0.023,-0.008,-0.112,0.001,0.005,-0.003,0.024,0.001,0.002,-0.022,0.056,-0.013,-0.018,0.311,0.034,-0.003,0.194,-0.002,0.062,0.003,0.042
60,-0.011,0.004,0.0,0.003,-0.003,0.002,0.001,-0.009,-0.008,0.001,-0.003,0.009,0.021,0.01,-0.013,0.006,-0.001,0.001,-0.01,0.009,-0.001,0.172,-0.01,-0.001,0.002,-0.015,-0.024,-0.013,0.074,-0.106,0.013,-0.0,-0.0,-0.002,-0.013,0.022,0.058,0.014,0.034,0.006,0.012,-0.013,-0.022,0.011,0.006,0.008,0.002,0.008,-0.28,0.008,-0.071,0.034,-0.002,0.001,0.12,0.001,0.004,-0.0,0.0,0.001,-0.001,0.006,0.002,0.007,-0.002,-0.0,-0.142,0.093,-0.02,-0.001,-0.001,-0.005,-0.01,-0.246,-0.018,0.0,0.0,-0.424,0.028,0.255,0.277,0.249,0.008,0.0,0.0,-0.0,-0.074,-0.008,0.006,0.004,-0.073,-0.026,0.034,0.0,-0.0,-0.01,-0.003,0.173,0.078,0.0,-0.0,-0.008,-0.018,-0.019,0.004,0.08,0.125,-0.011,-0.027,0.055,0.0,0.002,-0.024,0.041,0.0,0.0,0.055,0.137,0.059,0.005,-0.263,-0.033,0.005,0.442,0.002,0.017,0.011,0.046
61,0.002,-0.001,-0.0,-0.001,0.002,-0.0,0.004,-0.002,0.005,-0.001,0.13,-0.001,-0.113,-0.013,-0.024,-0.027,0.006,-0.007,-0.008,0.001,0.002,0.512,-0.002,0.024,0.047,0.018,0.243,-0.05,0.052,-0.077,-0.115,-0.001,0.012,0.001,-0.075,-0.032,0.054,0.002,-0.072,-0.024,-0.0,0.001,0.013,-0.003,0.0,-0.006,-0.001,-0.016,0.157,0.001,-0.129,-0.072,-0.002,-0.039,-0.024,0.002,0.0,-0.002,0.0,0.001,0.0,0.002,0.002,0.0,0.001,0.001,0.125,-0.028,0.006,-0.003,0.0,0.015,0.005,0.119,0.038,0.0,0.0,0.156,-0.014,-0.159,-0.154,0.098,0.004,0.0,0.062,0.022,-0.014,-0.006,0.004,0.0,-0.118,0.017,0.007,-0.001,-0.001,-0.015,-0.0,0.013,-0.029,0.0,-0.0,0.005,0.002,0.072,0.079,0.081,0.024,0.11,0.015,-0.333,0.0,0.001,0.006,0.006,0.0,0.001,0.072,0.025,-0.03,-0.008,0.273,0.012,0.001,0.442,-0.0,-0.031,0.006,-0.022
62,0.004,-0.001,-0.0,0.004,-0.004,0.0,0.003,-0.0,-0.006,-0.0,-0.033,-0.013,0.033,-0.019,0.022,0.057,-0.001,0.001,-0.005,0.007,-0.002,-0.073,-0.002,-0.032,-0.062,0.012,-0.066,0.027,-0.041,0.044,0.092,0.001,0.006,-0.001,-0.126,0.385,0.135,-0.007,-0.022,0.014,-0.005,0.005,0.004,0.001,0.002,0.055,0.001,-0.015,0.027,-0.017,-0.261,-0.022,0.007,0.002,0.055,-0.0,-0.002,-0.003,-0.0,0.005,0.004,0.008,0.004,0.01,-0.003,0.0,0.204,-0.065,0.002,0.005,-0.0,0.008,0.002,0.075,0.022,0.0,0.0,0.075,-0.009,-0.146,-0.138,-0.066,-0.003,0.0,0.032,-0.01,0.213,0.005,0.01,0.004,-0.01,-0.01,0.019,0.0,-0.0,-0.018,0.007,0.21,0.025,0.0,-0.0,-0.1,-0.017,-0.143,-0.147,0.073,0.074,-0.089,-0.137,0.553,-0.001,0.002,0.003,0.027,0.0,0.0,0.035,0.005,0.023,-0.04,0.164,-0.007,0.017,0.264,-0.001,-0.047,-0.007,0.114
63,0.009,-0.002,0.0,0.002,0.004,-0.0,0.004,0.0,-0.012,0.001,-0.076,0.19,0.076,0.019,0.079,-0.064,-0.0,0.002,-0.002,0.002,-0.011,0.334,-0.003,-0.011,-0.051,-0.012,-0.152,0.098,0.333,-0.297,0.073,-0.001,-0.011,-0.002,0.18,0.205,-0.193,-0.011,0.066,0.024,-0.013,0.013,-0.001,0.003,0.02,-0.017,0.001,0.005,0.062,0.01,0.373,0.066,0.005,0.029,-0.101,-0.0,0.01,-0.003,-0.0,0.002,-0.001,0.006,0.002,0.003,-0.003,-0.002,-0.271,-0.014,0.022,0.0,-0.0,-0.035,-0.001,0.024,0.01,0.0,-0.0,0.071,0.002,-0.008,0.016,-0.336,-0.005,0.0,-0.085,0.007,0.08,0.0,-0.004,-0.002,0.114,-0.026,-0.001,0.001,0.0,0.001,0.004,0.047,0.008,-0.0,0.0,-0.093,-0.004,0.081,0.089,-0.144,0.038,-0.028,-0.07,0.135,0.001,-0.001,0.004,0.01,0.002,-0.0,-0.026,0.031,0.039,0.011,0.083,-0.011,-0.002,0.087,-0.002,-0.023,-0.008,0.023
64,-0.007,-0.005,-0.0,-0.003,-0.001,-0.002,-0.003,0.002,-0.007,0.0,-0.033,0.28,0.031,-0.051,0.025,0.06,0.003,-0.002,0.002,-0.005,0.002,0.099,-0.006,-0.021,-0.077,0.006,-0.064,0.016,-0.008,-0.02,0.027,-0.0,-0.002,-0.0,0.135,-0.215,-0.169,0.006,-0.093,-0.016,0.016,-0.016,-0.008,0.003,0.007,-0.035,-0.004,-0.002,0.038,-0.018,0.304,-0.093,-0.014,-0.011,-0.107,-0.001,0.001,0.002,-0.0,0.002,0.001,0.018,-0.002,0.005,-0.001,0.001,0.046,0.004,-0.025,-0.007,0.002,0.015,0.008,0.017,-0.016,-0.0,-0.0,0.158,-0.0,-0.148,-0.157,0.659,0.013,-0.001,0.045,0.027,0.024,-0.005,0.001,0.001,0.04,-0.008,0.005,0.002,-0.0,-0.003,-0.002,0.001,0.023,-0.0,-0.0,-0.084,-0.002,-0.118,-0.115,0.139,0.053,-0.07,0.02,0.238,-0.0,0.0,-0.01,0.016,0.001,0.0,-0.004,0.005,-0.153,-0.008,-0.102,-0.01,-0.006,-0.035,-0.001,0.001,0.026,0.045
65,0.003,0.003,-0.0,0.006,-0.003,0.002,0.006,0.006,-0.006,0.002,-0.093,-0.038,0.094,0.002,0.067,-0.041,-0.007,0.008,0.004,0.0,-0.001,0.237,-0.001,-0.015,-0.088,0.013,-0.187,0.085,0.392,-0.316,0.054,0.001,0.005,0.001,-0.149,0.088,0.168,0.001,-0.094,-0.033,0.005,-0.005,0.012,-0.006,-0.013,0.023,-0.002,-0.025,0.006,0.005,-0.318,-0.094,-0.002,-0.041,0.065,0.001,0.011,-0.001,0.0,-0.001,-0.001,0.003,-0.005,-0.008,0.003,-0.003,0.285,0.0,-0.015,0.0,-0.001,0.014,0.003,-0.011,-0.026,-0.0,0.0,-0.074,0.002,-0.007,-0.004,0.075,0.004,0.0,0.096,0.067,-0.057,0.013,0.001,0.003,0.14,-0.001,-0.004,0.001,0.0,0.009,-0.001,-0.358,-0.089,-0.0,-0.0,0.017,-0.001,-0.002,-0.003,0.114,0.039,0.02,0.08,0.018,0.0,-0.0,0.002,0.019,0.0,-0.0,-0.098,0.038,-0.012,-0.023,-0.169,0.026,0.011,-0.301,0.006,0.049,0.006,-0.058
66,0.011,0.009,-0.0,0.002,0.003,0.003,-0.007,-0.003,-0.004,0.0,-0.029,-0.012,0.048,-0.023,0.007,-0.044,0.003,-0.003,0.006,-0.011,0.005,-0.314,0.004,0.017,0.134,0.003,-0.077,0.015,0.136,-0.217,0.049,-0.001,0.001,0.001,-0.042,-0.084,0.041,0.005,-0.074,-0.028,0.002,-0.003,-0.009,0.015,-0.022,-0.002,-0.007,-0.021,0.004,-0.025,-0.082,-0.074,-0.002,-0.048,-0.003,-0.002,0.003,-0.001,-0.0,0.006,0.004,-0.006,0.002,0.003,0.0,0.002,0.142,0.007,-0.012,-0.001,0.0,0.001,0.001,0.01,-0.022,-0.0,-0.0,0.049,0.002,-0.06,-0.082,0.233,0.005,-0.0,0.02,0.019,0.22,0.005,-0.005,-0.001,0.062,-0.035,0.008,0.002,0.0,0.003,0.005,0.145,0.018,-0.0,-0.0,0.025,-0.011,0.29,0.286,-0.609,-0.06,0.054,-0.088,-0.052,-0.0,-0.002,-0.007,0.009,-0.001,-0.001,-0.054,-0.01,-0.059,0.028,-0.092,-0.011,0.003,0.178,0.0,-0.054,0.013,-0.013
67,-0.001,0.002,0.0,0.002,-0.0,0.002,0.002,-0.0,0.005,0.0,-0.06,-0.161,0.06,0.008,0.035,0.028,-0.002,0.002,0.008,-0.006,0.008,0.232,0.004,-0.004,-0.108,0.005,-0.12,-0.012,-0.215,0.34,0.028,-0.001,-0.004,-0.001,0.051,0.208,-0.05,-0.003,0.009,0.008,-0.001,0.001,0.001,-0.004,-0.032,-0.014,-0.002,0.013,-0.048,-0.0,0.102,0.009,0.001,0.015,-0.049,-0.001,-0.006,0.0,-0.0,-0.005,0.0,-0.006,0.003,-0.004,0.004,0.003,0.027,-0.034,-0.005,0.0,0.0,0.006,0.001,-0.019,0.016,-0.0,-0.0,-0.04,0.0,0.049,0.055,0.124,0.005,0.0,0.02,-0.001,-0.025,0.005,0.002,0.002,-0.112,0.028,0.026,0.001,-0.001,-0.016,0.002,-0.552,-0.083,0.0,0.0,0.238,-0.015,-0.003,0.024,-0.427,0.136,-0.037,-0.031,0.13,-0.0,0.001,-0.002,0.018,-0.001,0.0,-0.004,-0.004,-0.02,0.023,0.071,0.036,0.004,0.134,-0.003,-0.003,0.009,-0.03
68,0.004,-0.002,-0.0,0.009,0.002,0.002,0.004,0.006,0.003,-0.0,0.087,-0.115,-0.077,0.031,-0.068,-0.047,0.001,-0.001,-0.003,0.001,-0.011,-0.279,0.002,-0.011,-0.002,-0.012,0.164,-0.065,0.094,-0.171,-0.057,0.0,-0.014,-0.001,0.094,0.678,-0.113,0.0,-0.012,0.005,0.005,-0.004,-0.0,-0.002,0.006,-0.036,0.001,0.007,0.013,0.038,0.207,-0.012,0.003,0.015,-0.084,-0.002,0.002,0.003,-0.0,0.006,0.007,0.0,0.002,0.003,0.001,-0.002,0.116,-0.123,0.008,-0.003,0.0,0.005,-0.002,0.079,-0.018,-0.0,0.0,0.065,0.003,0.092,0.095,0.239,0.005,-0.0,0.035,0.009,-0.097,0.008,0.005,0.003,0.024,0.012,-0.015,-0.002,-0.0,-0.002,-0.0,0.042,-0.038,-0.0,-0.0,0.021,0.011,-0.101,-0.121,0.038,0.145,0.023,0.092,-0.299,0.002,-0.0,0.007,-0.013,0.002,0.0,-0.021,0.009,-0.024,-0.008,-0.041,0.019,0.012,-0.013,-0.001,-0.013,0.013,0.027
69,-0.0,0.002,-0.0,0.011,0.001,0.003,0.007,-0.001,0.005,-0.0,-0.099,-0.137,0.12,-0.001,0.054,0.014,0.001,-0.001,-0.001,0.003,-0.008,0.331,-0.006,-0.009,-0.048,-0.022,-0.219,0.034,-0.263,0.246,0.038,-0.001,0.003,-0.001,-0.012,0.215,0.002,-0.002,0.122,0.079,-0.003,0.004,0.008,-0.006,-0.009,0.004,0.008,0.026,0.049,0.018,-0.013,0.122,0.003,0.113,-0.041,-0.003,-0.008,-0.0,0.0,-0.007,-0.006,-0.009,-0.008,0.003,-0.002,-0.002,0.152,-0.031,-0.009,-0.001,-0.0,0.008,0.004,0.027,-0.023,-0.0,-0.0,-0.022,0.0,0.015,-0.02,0.134,0.001,0.001,-0.009,-0.029,-0.042,-0.002,0.011,0.001,0.116,0.004,-0.011,0.001,0.0,-0.011,-0.006,0.409,-0.0,-0.0,0.0,-0.147,0.015,0.244,0.287,0.077,-0.08,-0.055,0.018,-0.127,0.0,-0.001,-0.002,-0.012,0.001,-0.0,-0.291,-0.004,-0.047,-0.009,-0.108,0.003,0.003,-0.189,0.0,-0.003,-0.001,-0.035
70,-0.007,-0.011,0.0,0.0,-0.005,0.002,-0.001,0.002,0.001,-0.0,0.046,0.065,-0.052,0.004,-0.046,0.025,-0.001,-0.0,0.011,-0.009,0.0,-0.13,0.003,-0.065,-0.123,0.022,0.098,-0.051,-0.03,0.045,-0.02,0.0,0.001,0.0,-0.011,-0.08,-0.001,0.001,-0.137,-0.082,-0.0,0.001,0.006,-0.002,-0.014,-0.009,-0.009,-0.037,0.044,-0.007,-0.01,-0.137,-0.003,-0.089,0.019,-0.0,0.002,-0.001,-0.0,0.011,0.003,0.011,0.0,-0.004,0.001,-0.002,-0.081,0.012,0.013,0.001,-0.0,-0.002,-0.006,0.085,-0.016,0.0,0.0,0.053,0.0,0.043,0.008,-0.099,0.01,-0.0,-0.026,-0.022,-0.0,-0.005,0.001,0.004,-0.04,-0.003,-0.007,-0.001,0.001,-0.002,-0.003,-0.027,0.012,0.0,0.0,-0.027,0.004,0.248,0.254,0.163,0.756,-0.008,-0.027,0.095,-0.0,-0.001,0.005,0.002,-0.0,-0.0,-0.294,0.013,0.021,-0.007,-0.022,-0.003,-0.016,-0.002,-0.006,0.036,-0.006,-0.125
71,0.007,0.006,-0.0,0.004,0.005,0.002,0.003,0.006,0.001,0.001,0.031,-0.039,-0.015,0.005,-0.016,0.187,0.0,-0.0,0.011,-0.011,0.005,-0.057,-0.003,0.024,0.057,0.015,0.046,-0.027,-0.003,-0.055,-0.074,0.0,-0.003,-0.0,0.008,0.099,-0.023,-0.009,0.176,0.096,0.002,-0.001,0.008,-0.013,0.026,-0.033,0.013,0.053,0.103,-0.006,0.031,0.176,0.0,0.119,-0.017,0.003,-0.001,-0.002,0.0,0.004,-0.001,0.004,-0.002,-0.006,0.003,0.001,0.038,-0.002,-0.004,0.001,0.0,0.017,0.008,-0.141,0.021,-0.0,0.0,-0.057,-0.013,-0.029,-0.044,0.088,-0.001,-0.001,0.043,0.023,0.131,-0.003,-0.002,-0.005,0.045,-0.011,-0.008,-0.001,0.0,0.004,-0.006,-0.131,-0.02,0.0,-0.0,0.037,0.008,0.337,0.337,0.23,0.084,0.045,0.009,0.142,-0.0,-0.001,0.005,0.0,-0.0,-0.0,0.655,-0.031,-0.007,-0.013,0.014,0.009,0.004,-0.112,0.004,0.036,0.012,-0.022
72,0.007,0.013,-0.0,0.003,0.008,-0.0,-0.001,0.014,-0.001,-0.0,0.021,0.082,-0.025,-0.011,0.028,0.16,0.001,-0.001,0.0,-0.002,0.013,-0.044,0.006,0.102,0.038,0.025,0.046,-0.005,-0.02,-0.202,-0.005,-0.0,0.007,-0.0,-0.034,-0.136,0.037,-0.002,0.464,0.215,-0.014,0.014,0.014,-0.011,0.048,-0.01,0.019,0.058,0.044,0.001,-0.071,0.464,0.006,0.31,-0.019,-0.0,0.0,-0.003,-0.0,-0.002,-0.0,0.009,0.001,0.004,0.002,-0.002,0.061,0.033,-0.023,-0.001,0.0,0.004,0.013,0.062,-0.006,0.0,0.0,-0.1,-0.005,-0.121,-0.162,0.032,0.012,0.0,0.083,0.023,-0.01,-0.002,0.006,-0.006,-0.025,-0.004,0.005,0.0,-0.0,0.005,0.001,-0.068,0.012,0.0,0.0,0.013,-0.004,-0.143,-0.153,-0.134,0.282,0.066,0.027,-0.063,-0.0,0.001,-0.011,0.013,0.001,0.0,-0.257,0.009,0.001,0.008,0.014,-0.005,0.018,0.024,0.01,-0.018,-0.006,0.072
73,0.007,-0.001,-0.0,-0.006,-0.01,-0.003,-0.001,-0.002,-0.003,-0.0,-0.08,0.011,0.065,0.013,0.061,0.039,-0.006,0.007,-0.01,0.018,-0.026,0.113,-0.006,-0.123,-0.324,-0.046,-0.145,0.036,-0.131,-0.046,0.096,-0.001,-0.001,0.001,-0.037,-0.084,0.041,0.004,-0.071,-0.006,0.002,-0.002,-0.001,0.0,0.014,0.027,0.005,0.005,0.004,-0.021,-0.078,-0.071,0.004,-0.046,0.024,-0.0,-0.002,0.003,0.0,0.003,0.006,0.004,0.003,0.011,-0.004,-0.003,0.018,0.01,0.006,0.002,-0.0,-0.003,-0.002,0.083,-0.019,-0.0,-0.0,-0.026,-0.003,0.006,-0.041,-0.055,0.002,0.001,-0.062,-0.023,0.039,-0.002,0.003,-0.002,0.024,0.001,-0.008,0.002,0.0,-0.007,0.001,0.232,0.036,-0.0,-0.0,-0.087,0.004,-0.183,-0.157,-0.285,0.367,-0.117,0.046,-0.321,-0.0,-0.001,0.006,-0.017,-0.001,-0.001,0.475,-0.027,-0.012,0.008,-0.029,-0.015,0.01,-0.169,-0.003,-0.013,-0.005,0.181
74,0.042,0.021,-0.0,-0.008,0.014,-0.006,-0.008,0.017,0.002,-0.0,0.032,0.021,-0.036,0.021,-0.025,0.007,0.0,-0.001,0.001,-0.002,-0.013,0.001,0.01,-0.065,-0.123,-0.001,0.067,-0.028,-0.019,-0.003,-0.01,-0.007,-0.003,0.0,0.009,-0.033,-0.016,-0.002,0.042,-0.006,-0.002,0.002,-0.001,0.004,-0.019,0.022,-0.005,0.028,-0.015,-0.01,0.025,0.042,-0.006,-0.003,-0.011,-0.009,-0.001,-0.001,0.0,0.004,-0.002,-0.005,-0.001,-0.004,0.001,-0.014,-0.011,-0.029,0.01,-0.0,0.0,-0.005,-0.005,0.836,-0.184,-0.0,0.0,-0.203,0.0,0.019,0.021,-0.035,-0.003,0.001,-0.018,0.003,0.016,0.033,-0.001,0.001,-0.022,-0.006,0.008,-0.0,-0.0,0.006,0.001,-0.069,-0.012,0.0,-0.0,0.041,-0.007,0.052,0.067,0.048,-0.163,-0.014,-0.009,0.085,-0.0,0.001,0.001,0.013,0.0,0.0,0.094,0.009,0.017,-0.012,-0.331,0.006,0.002,0.106,0.002,0.015,-0.006,-0.017
