Nº,Project,TestClassName,Assrtions,Conditions,TryCatch,Loop,Hamcrest,Mockito,BadApi,LOC,Expressions,Depth,Vocabulary,Understandability,BodySize,Dexterity,NonWhiteCharacters
3918,commons-math,DummyRuleFactory,1,0,1,1,0,0,0,36,69,10,21,803,101,4,525
3919,commons-math,GaussianCurveFitterTest,26,0,0,2,0,0,0,215,1063,11,43,10926,700,3,8123
3920,commons-math,SumTest,8,0,0,0,0,0,0,53,144,8,32,1197,150,4,1238
3921,commons-math,FuzzyKMeansClustererTest,12,3,0,2,2,0,0,156,370,11,55,3889,555,3,2964
3922,commons-math,CircleTest,47,0,0,5,0,0,0,273,1099,14,98,9991,1292,2,6533
3923,commons-math,RealDistributionAbstractTest,15,2,4,11,0,0,0,376,827,15,135,10822,1027,3,13370
3924,commons-math,WilsonScoreIntervalTest,2,0,0,0,0,0,0,13,31,7,15,242,31,4,486
3925,commons-math,GaussianQuadratureAbstractTest,2,1,0,1,0,0,0,42,116,13,23,1645,125,3,2426
3926,commons-math,RungeKuttaFieldIntegratorAbstractTest,41,7,3,13,0,0,1,804,2604,18,255,31772,3380,2,19017
3927,commons-math,StandardDeviationTest,7,0,0,1,0,0,0,82,184,12,36,1705,221,4,1467
3928,commons-math,S1PointTest,15,0,1,1,0,0,6,79,210,12,39,1788,252,2,1160
3929,commons-math,EvaluationTestValidation,1,2,0,11,0,0,0,285,629,14,101,8066,903,3,6006
3930,commons-math,RandomKeyMutationTest,1,1,0,2,0,0,0,38,69,12,23,774,99,2,469
3931,commons-math,Rastrigin,0,1,0,1,0,0,0,38,94,15,14,967,105,2,456
3932,commons-math,Vector2DFormatAbstractTest,35,0,0,0,0,0,0,383,844,10,70,7595,1070,2,6973
3933,commons-math,DummyOptimizer,0,0,0,0,0,0,0,16,28,8,13,272,37,4,430
3934,commons-math,SemiVarianceTest,17,0,2,0,0,0,0,203,507,11,40,4856,679,2,3880
3935,commons-math,SmoothingPolynomialBicubicSplineInterpolatorTest,11,0,5,4,0,0,0,249,587,21,36,7056,847,3,3503
3936,commons-math,AggregateSummaryStatisticsTest,21,3,0,21,0,0,3,442,903,14,72,9507,1291,3,7850
3937,commons-math,FieldVector3DTest,214,0,4,2,0,0,9,1111,5546,12,150,52513,6228,2,29718
3938,commons-math,LinearProblem,0,0,0,0,0,0,0,22,47,12,17,724,74,2,595
3939,commons-math,CombinationsTest,21,1,2,3,0,0,1,251,550,13,47,5958,826,3,3940
3940,commons-math,OLSMultipleLinearRegressionTest,59,1,0,6,0,0,0,755,2679,14,114,66812,3294,3,18829
3941,commons-math,Box3DimensionalFunction,0,0,0,2,0,0,0,54,154,15,18,1771,201,3,799
3942,commons-math,StepNormalizerTest,3,3,0,0,0,0,0,102,224,17,46,3018,315,2,1851
3943,commons-math,HermiteTest,3,0,0,0,0,0,0,90,164,15,32,1982,274,3,1481
3944,commons-math,ConstantRealDistributionTest,4,0,0,2,0,0,0,54,114,9,26,1113,133,4,1391
3945,commons-math,ListPopulationTest,4,0,0,2,0,0,0,215,440,11,48,4722,648,2,4652
3946,commons-math,WelzlEncloser2DTest,10,5,0,11,0,0,0,229,525,12,66,5561,725,2,3677
3947,commons-math,Osborne1Function,0,0,0,2,0,0,0,78,192,13,25,2484,224,3,1180
3948,commons-math,PiecewiseBicubicSplineInterpolatingFunctionTest,13,0,10,5,0,0,1,318,573,15,64,7332,909,3,5577
3949,commons-math,QRSolverTest,14,0,4,2,0,0,0,201,625,19,66,6220,738,2,4163
3950,commons-math,LutherIntegratorTest,27,6,3,8,0,0,0,415,1032,16,105,12517,1450,2,7841
3951,commons-math,MixedListUnivariateImplTest,22,0,0,1,0,0,3,213,512,11,68,4908,560,3,3902
3952,commons-math,LUDecompositionTest,45,4,1,10,0,0,6,416,1059,13,65,10346,1264,2,6368
3953,commons-math,OrderedCrossoverTest,4,0,0,2,0,0,0,116,304,13,45,3811,479,2,2094
3954,commons-math,AdamsNordsieckTransformerTest,3,0,0,2,0,0,0,103,329,11,46,3467,424,2,2547
3955,commons-math,Powell,0,0,0,0,0,0,0,25,70,9,10,623,82,2,279
3956,commons-math,TricubicSplineInterpolatingFunctionTest,33,0,27,39,0,0,0,769,2061,16,56,28605,3017,3,11829
3957,commons-math,VarianceTest,10,0,0,1,0,0,0,95,252,12,46,2247,292,4,2040
3958,commons-math,BigRealFieldTest,3,0,0,0,0,0,1,13,46,8,18,336,45,2,359
3959,commons-math,ManhattanDistanceTest,3,0,0,0,0,0,0,23,70,8,13,647,85,3,452
3960,commons-math,ListUnivariateImplTest,32,0,0,2,0,0,3,190,503,10,56,4629,570,3,3541
3961,commons-math,DiffPow,0,0,0,1,0,0,0,14,41,13,10,400,47,2,197
3962,commons-math,PolygonsSetTest,85,6,1,17,0,0,2,1071,5627,19,231,68729,7473,2,36388
3963,commons-math,GaussianFitterTest,20,0,0,2,0,0,0,176,921,10,33,9718,528,3,7300
3964,commons-math,CurveFitterTest,9,1,0,0,0,0,0,202,459,19,41,5765,639,2,3374
3965,commons-math,FourExtrema,0,0,0,0,0,0,0,10,68,10,16,646,52,2,540
3966,commons-math,GaussNewtonOptimizerWithLUTest,5,0,5,0,0,0,0,77,134,14,36,1514,170,4,1624
3967,commons-math,HermiteParametricTest,0,1,0,2,0,0,0,48,120,12,36,1378,122,4,1600
3968,commons-math,FastMathStrictComparisonTest,3,20,4,5,0,0,0,390,714,25,109,10029,823,3,5204
3969,commons-math,Equation,0,0,0,0,0,0,0,10,18,7,7,193,16,3,223
3970,commons-math,UnivariateMultiStartOptimizerTest,12,1,1,2,0,0,1,126,321,15,45,3206,427,2,2359
3971,commons-math,SkewnessTest,4,0,0,0,0,0,0,31,72,8,18,609,74,4,670
3972,commons-math,TrapezoidIntegratorTest,18,0,3,0,0,0,0,174,347,10,31,3307,441,3,2606
3973,commons-math,PascalDistributionTest,4,0,0,0,0,0,0,115,333,9,39,3523,402,4,3290
3974,commons-math,ConstantKernelEmpiricalDistribution,0,0,0,0,0,0,0,6,18,7,11,171,11,4,356
3975,commons-math,BicubicInterpolatingFunctionTest,20,2,12,5,0,0,1,503,926,15,86,12553,1499,3,7783
3976,commons-math,SparseFieldMatrixTest,86,1,32,8,0,0,5,911,3241,14,172,36341,3558,3,22630
3977,commons-math,SynchronizedRandomGeneratorTest,9,0,1,6,0,0,0,127,268,17,60,3304,397,2,2037
3978,commons-math,QuadraticProblem,0,0,0,2,0,0,0,42,133,14,20,1454,154,2,804
3979,commons-math,RosenbrockFunction,0,0,0,0,0,0,0,20,57,11,11,577,66,3,438
3980,commons-math,CMAESOptimizerTest,6,2,0,23,0,0,0,893,2675,17,139,30744,3400,3,17190
3981,commons-math,MapUtilsTest,5,0,0,5,0,0,0,106,219,12,38,2517,346,3,1347
3982,commons-math,WatsonFunction,0,0,0,6,0,0,0,134,261,13,24,2794,351,3,1068
3983,commons-math,SimpleCurveFitterTest,1,0,0,1,0,0,0,42,95,11,31,1012,146,3,778
3984,commons-math,GaussNewtonOptimizerWithCholeskyTest,5,0,5,0,0,0,0,77,134,14,36,1514,170,4,1636
3985,commons-math,CloseEventsGenerator,0,0,0,0,0,0,0,19,60,8,18,637,48,2,466
3986,commons-math,FieldLUSolverTest,14,0,4,8,0,0,0,188,527,13,55,5529,658,2,3585
3987,commons-math,PSquarePercentileTest,85,1,2,10,0,0,25,918,2405,12,174,26475,2958,4,17468
3988,commons-math,BracketingNthOrderBrentSolverDFPTest,12,0,0,1,0,0,0,189,550,18,71,6707,675,3,3949
3989,commons-math,MultivariateSummaryStatisticsTest,72,0,2,1,0,0,12,489,1255,12,97,11944,1547,3,8364
3990,commons-math,PiecewiseBicubicSplineInterpolatorTest,12,0,10,10,0,0,0,308,610,15,43,7422,962,3,4106
3991,commons-math,SchurTransformerTest,8,1,1,8,0,0,2,213,711,14,68,6940,758,2,4822
3992,commons-math,Well44497bTest,1,0,0,2,0,0,0,30,1678,12,17,535141,1705,3,12012
3993,commons-math,Euclidean2DTest,3,0,0,0,0,0,2,16,50,9,18,384,53,2,406
3994,commons-math,NevilleInterpolatorTest,6,1,1,3,0,0,0,197,395,13,39,4132,536,3,2816
3995,commons-math,HighamHall54IntegratorTest,24,2,8,2,0,0,0,436,1013,16,93,12431,1506,2,9441
3996,commons-math,Tablet,0,0,0,1,0,0,0,20,43,9,9,374,48,2,250
3997,commons-math,RRQRSolverTest,14,0,4,2,0,0,0,207,643,19,70,6387,762,2,4324
3998,commons-math,TestUtilsTest,101,0,28,6,0,0,8,731,1763,14,119,17489,2295,3,14601
3999,commons-math,DormandPrince853FieldStepInterpolatorTest,0,0,0,0,0,0,0,15,88,8,30,884,57,3,1135
4000,commons-math,StableRandomGeneratorTest,12,0,4,3,0,0,0,113,227,10,33,2324,301,3,2199
4001,commons-math,CycleCrossoverTest,8,2,0,3,0,0,0,205,540,13,44,6814,867,2,3430
4002,commons-math,GillIntegratorTest,18,6,0,3,0,0,0,271,696,16,87,7958,910,2,5866
4003,commons-math,BevingtonProblem,0,0,0,2,0,0,0,80,204,20,30,3730,290,2,1130
4004,commons-math,BadStepInterpolator,0,0,0,0,0,0,0,6,16,7,8,162,16,3,218
4005,commons-math,PolynomialFitterTest,10,0,1,15,0,0,0,401,898,15,66,10273,1256,3,6962
4006,commons-math,ChebyshevDistanceTest,3,0,0,0,0,0,0,23,69,8,13,640,84,3,450
4007,commons-math,SimpsonIntegratorTest,18,0,3,0,0,0,0,174,347,10,31,3307,441,3,2580
4008,commons-math,Event,2,1,0,0,0,0,0,34,55,8,19,666,49,3,698
4009,commons-math,RealVectorTestImpl,0,0,0,0,0,0,0,50,112,7,27,1144,76,4,1275
4010,commons-math,DormandPrince853StepInterpolatorTest,8,1,0,4,0,0,0,197,421,20,84,5558,603,2,3602
4011,commons-math,MaxTest,10,0,0,0,0,0,0,62,178,10,25,1571,209,4,1187
4012,commons-math,SymmLQTest,16,5,0,20,0,0,0,1042,2060,20,152,27095,3110,2,14783
4013,commons-math,CloseDistance,0,0,0,0,0,0,0,3,15,7,7,168,8,4,327
4014,commons-math,LocalException,0,0,0,0,0,0,0,0,4,4,3,44,0,3,117
4015,commons-math,FrequencyTest,133,0,8,1,0,0,0,858,1946,10,94,18154,2277,3,11861
4016,commons-math,badPercentile,0,0,0,0,0,0,0,9,26,7,9,274,19,3,386
4017,commons-math,Vector1DFormatAbstractTest,31,0,0,0,0,0,0,347,702,10,67,6317,905,2,5775
4018,commons-math,LegendreHighPrecisionTest,2,0,0,0,0,0,0,38,83,9,28,826,118,3,722
4019,commons-math,HarmonicFitterTest,13,0,0,9,0,0,0,252,585,12,52,6164,819,2,3387
4020,commons-math,UnitSphereRandomVectorGeneratorTest,3,0,0,3,0,0,0,63,115,14,29,1313,169,2,995
4021,commons-math,LevyDistributionTest,5,0,0,0,0,0,0,38,133,8,26,1197,146,3,1417
4022,commons-math,RRQRDecompositionTest,9,2,0,0,0,0,0,271,733,14,68,6961,830,2,5488
4023,commons-math,PolynomialsUtilsTest,9,2,0,24,0,0,1,542,1356,18,121,15552,1802,3,10882
4024,commons-math,FractionFormatTest,69,0,9,0,0,0,0,524,903,10,69,8102,1156,2,6593
4025,commons-math,WeibullDistributionTest,9,0,2,0,0,0,0,91,275,13,36,2689,328,4,2716
4026,commons-math,PowellSingularFunction,0,0,0,0,0,0,0,35,149,12,17,1445,163,3,786
4027,commons-math,BicubicInterpolatorTest,5,4,4,4,0,0,0,195,408,15,52,5043,626,3,2874
4028,commons-math,BigFractionTest,125,0,12,2,0,0,9,1145,3186,11,124,30094,3951,2,19426
4029,commons-math,DummyChromosome,0,0,0,0,0,0,0,10,15,7,4,132,15,3,173
4030,commons-math,SimplexOptimizerNelderMeadTest,47,0,0,0,0,0,0,323,1156,13,71,11649,1488,2,7868
4031,commons-math,QRDecompositionTest,18,2,0,0,0,0,3,337,1026,14,80,9793,1178,2,7090
4032,commons-math,SingularValueDecompositionTest,37,1,3,4,0,0,6,390,1321,15,104,12954,1576,2,8780
4033,commons-math,TriDiagonalTransformerTest,9,3,1,4,0,0,2,185,592,13,65,5735,683,2,4210
4034,commons-math,BaseSecantSolverAbstractTest,17,6,4,5,0,0,0,305,611,12,66,6372,810,3,4492
4035,commons-math,FieldHermiteInterpolatorTest,35,0,0,21,0,0,0,459,1496,16,71,16839,2014,2,8390
4036,commons-math,ComplexTest,389,0,0,3,0,0,33,2115,6006,12,271,61512,6937,3,35846
4037,commons-math,ClassicalRungeKuttaStepInterpolatorTest,3,1,0,2,0,0,0,102,223,12,57,2314,305,2,1841
4038,commons-math,PercentileTest,102,0,18,20,0,0,6,1030,4424,15,191,46876,5281,4,30165
4039,commons-math,SimplexTableauTest,4,0,0,2,0,0,0,111,434,12,37,4374,553,2,2682
4040,commons-math,BrownAlmostLinearFunction,0,2,0,7,0,0,0,105,182,15,21,1967,249,3,915
4041,commons-math,HypergeometricDistributionTest,23,0,5,2,0,0,2,362,975,11,81,10109,1244,4,9548
4042,commons-math,Well1024aTest,1,0,0,1,0,0,0,17,464,10,15,36277,476,3,3455
4043,commons-math,FixedGenerationCountTest,1,0,0,1,0,0,0,34,44,11,20,725,90,2,497
4044,commons-math,LutherStepInterpolatorTest,3,1,0,2,0,0,0,102,223,12,57,2314,305,2,1779
4045,commons-math,NaturalRankingTest,39,0,2,0,0,0,0,410,993,9,48,9780,1257,3,6288
4046,commons-math,PolyhedronsSetTest,44,3,4,11,0,0,0,670,2122,20,230,24587,2793,2,12816
4047,commons-math,TricubicInterpolatorTest,23,0,6,6,0,0,0,319,822,16,46,9624,1205,3,4581
4048,commons-math,DoubleArrayAbstractTest,9,0,0,3,0,0,0,115,252,9,24,2033,290,3,1809
4049,commons-math,HessenbergTransformerTest,9,2,1,10,0,0,2,212,681,14,67,6905,771,2,4698
4050,commons-math,GeneticAlgorithmTestPermutations,1,1,0,3,0,0,0,78,176,13,57,2040,194,3,1957
4051,commons-math,BarTransformer,0,0,0,0,0,0,0,3,18,10,11,173,12,2,217
4052,commons-math,MultiStartMultivariateVectorOptimizerTest,9,1,0,2,0,0,0,163,450,17,67,7007,657,3,7076
4053,commons-math,GumbelDistributionTest,5,0,0,0,0,0,0,35,121,8,24,1119,131,4,1137
4054,commons-math,FastHadamardTransformerTest,8,0,1,5,0,0,2,107,298,10,36,3031,380,3,2087
4055,commons-math,Brusselator,0,1,0,0,0,0,0,64,188,13,23,1795,193,3,965
4056,commons-math,CloseEventsTest,4,0,0,0,0,0,0,82,187,8,35,2167,222,3,1920
4057,commons-math,Euclidean3DTest,3,0,0,0,0,0,2,16,50,9,18,384,53,2,406
4058,commons-math,OpenMapRealMatrixTest,1,0,0,2,0,0,0,30,80,11,24,715,96,2,504
4059,commons-math,ErfTest,49,0,0,8,0,0,0,335,989,13,55,10694,1175,3,6644
4060,commons-math,ExponentialDecayFunctionTest,3,0,0,0,0,0,0,34,91,8,20,804,95,3,856
4061,commons-math,IncrementorTest,16,0,1,1,0,0,0,173,287,13,34,2548,373,3,2226
4062,commons-math,StatisticalSummaryValuesTest,14,0,0,0,0,0,6,85,264,9,35,2180,298,3,1841
4063,commons-math,DerivativeStructureTest,230,27,2,167,0,0,1,2743,8466,27,283,108381,10609,5,47816
4064,commons-math,DefaultTransformerTest,6,0,1,0,0,0,0,79,147,9,30,1391,192,3,1383
4065,commons-math,JacobianMatricesTest,32,9,1,15,0,0,0,923,2286,14,122,25694,2842,2,15094
4066,commons-math,MinTest,10,0,0,0,0,0,0,62,178,10,25,1571,209,4,1187
4067,commons-math,GillFieldStepInterpolatorTest,0,0,0,0,0,0,0,15,87,8,31,870,56,3,1105
4068,commons-math,RandomKeyTest,37,0,2,1,0,0,0,226,705,13,58,7164,928,2,4341
4069,commons-math,NeuronSquareMesh2DTest,119,3,4,54,0,0,0,967,2648,14,93,27043,3486,3,17072
4070,commons-math,DBSCANClustererTest,8,3,0,1,0,0,0,112,873,11,38,13400,1281,2,7177
4071,commons-math,FastMathTest,373,92,15,109,0,0,2,3098,10502,23,270,123439,12332,2,58621
4072,commons-math,ThreeEighthesIntegratorTest,17,6,0,3,0,0,0,256,651,16,83,7512,851,2,5500
4073,commons-math,MeanTest,4,0,0,0,0,0,0,32,88,8,27,766,91,4,901
4074,commons-math,FieldRotationDSTest,221,2,11,67,0,0,0,2107,8492,19,221,96264,10223,2,46771
4075,commons-math,PolynomialSplineFunctionTest,17,2,6,3,0,0,1,188,421,11,42,4303,513,3,3293
4076,commons-math,KMeansPlusPlusClustererTest,7,1,0,7,0,0,0,202,420,14,74,5286,644,2,3939
4077,commons-math,EarthMoversDistanceTest,4,0,0,0,0,0,0,20,78,8,15,682,66,3,571
4078,commons-math,RealVectorAbstractTest,139,17,22,52,0,0,5,2728,5504,15,334,81373,7748,2,40964
4079,commons-math,MinpackTest,4,10,1,49,0,0,0,1610,4419,19,158,59602,5539,3,32831
4080,commons-math,EuclideanIntegerPointTest,7,0,0,0,0,0,1,55,182,10,28,1707,236,2,1121
4081,commons-math,DP54SmallLastHandler,1,1,0,0,0,0,0,24,45,10,20,494,44,2,476
4082,commons-math,TooManyEvaluationsExceptionTest,1,0,0,0,0,0,0,13,32,9,14,303,42,3,328
4083,commons-math,Vector1DTest,41,0,1,0,0,0,5,258,813,11,82,6935,949,2,4597
4084,commons-math,AbstractLeastSquaresOptimizerTest,3,0,0,1,0,0,0,129,321,13,60,3489,490,2,2817
4085,commons-math,SimplePointCheckerTest,7,0,0,0,0,0,0,41,122,9,17,1143,161,2,931
4086,commons-math,CholeskyDecompositionTest,11,0,0,2,0,0,2,116,435,11,43,4131,477,2,3071
4087,commons-math,CigTab,0,0,0,1,0,0,0,23,55,10,10,492,63,2,274
4088,commons-math,ComplexFieldTest,3,0,0,0,0,0,1,13,46,8,18,336,45,2,359
4089,commons-math,ArcTest,25,0,0,1,0,0,0,95,357,10,34,2782,392,2,2036
4090,commons-math,RandomGeneratorAbstractTest,17,14,2,34,0,0,7,605,1165,17,103,12878,1597,4,7263
4091,commons-math,MultivariateDifferentiableMultiStartOptimizerTest,7,0,0,1,0,0,0,81,203,13,50,2423,297,2,1880
4092,commons-math,DormandPrince853IntegratorTest,33,6,0,7,0,0,0,608,1396,16,139,15982,1864,2,11708
4093,commons-math,UncorrelatedRandomVectorGeneratorTest,3,0,0,3,0,0,0,71,158,12,30,1600,210,2,1167
4094,commons-math,LegendreGaussIntegratorTest,13,0,1,5,0,0,0,224,540,17,67,5670,693,2,3306
4095,commons-math,TestUtils,33,21,1,14,0,0,0,574,1231,13,116,14290,1417,3,13637
4096,commons-math,ComplexUtilsTest,20,0,0,4,0,0,0,113,407,11,47,3525,409,3,2536
4097,commons-math,goodPercentile,0,0,0,0,0,0,0,19,41,8,13,406,38,3,531
4098,commons-math,NPointCrossoverTest,2,1,0,2,0,0,0,158,385,13,48,4551,600,2,2662
4099,commons-math,EmbeddedRungeKuttaFieldIntegratorAbstractTest,33,6,7,7,0,0,1,748,2162,16,244,26713,2896,2,17457
4100,commons-math,NormalDistributionTest,22,1,0,2,0,0,0,244,599,11,68,5817,729,4,5775
4101,commons-math,NumberIsTooSmallExceptionTest,3,0,0,0,0,0,0,13,32,8,11,258,36,3,307
4102,commons-math,DummyIntegrator,0,0,0,0,0,0,0,3,17,7,6,182,24,3,203
4103,commons-math,BigFractionFieldTest,3,0,0,0,0,0,1,13,46,8,18,336,45,2,387
4104,commons-math,NeuronTest,16,0,0,2,0,0,3,146,377,11,48,3625,530,3,2386
4105,commons-math,SphereMapping,0,0,0,0,0,0,0,51,164,10,15,1619,217,2,1099
4106,commons-math,RootsOfUnityTest,6,1,0,2,0,0,0,102,219,11,35,2050,264,3,1632
4107,commons-math,GeneticAlgorithmTestBinary,3,1,0,2,0,0,0,70,147,10,53,1670,177,3,1819
4108,commons-math,GLSMultipleLinearRegressionTest,4,0,0,5,0,0,0,361,980,12,106,16146,1234,3,6853
4109,commons-math,FastCosineTransformerTest,9,6,3,10,0,0,0,311,718,16,73,7491,904,4,5043
4110,commons-math,GillStepInterpolatorTest,3,1,0,2,0,0,0,102,223,12,57,2314,305,2,1770
4111,commons-math,CorrelatedRandomVectorGeneratorTest,6,0,0,14,0,0,0,237,658,15,82,6793,876,2,4344
4112,commons-math,FractionFieldTest,3,0,0,0,0,0,1,13,46,8,18,336,45,2,366
4113,commons-math,FixedElapsedTimeTest,1,0,1,1,0,0,0,49,81,11,36,1172,153,2,781
4114,commons-math,RombergIntegratorTest,18,0,3,0,0,0,0,174,347,10,31,3314,441,3,2628
4115,commons-math,Well44497aTest,1,0,0,2,0,0,0,30,1624,12,17,534763,1651,3,11924
4116,commons-math,BinomialTestTest,12,0,3,0,0,0,0,66,190,9,25,1734,210,3,1908
4117,commons-math,Basis,0,1,0,9,0,0,0,87,201,14,17,2034,240,2,635
4118,commons-math,GTestTest,41,0,10,0,0,0,0,335,765,9,55,7811,1107,3,6520
4119,commons-math,PearsonsCorrelationTest,18,0,2,8,0,0,0,281,1088,14,77,44550,998,2,9247
4120,commons-math,MannWhitneyUTestTest,10,0,6,2,0,0,1,122,204,10,23,2271,321,3,1781
4121,commons-math,FieldLUDecompositionTest,45,4,1,12,0,0,6,421,1386,13,66,15097,1711,2,8689
4122,commons-math,ElliRotated,0,0,0,1,0,0,0,23,58,13,14,526,60,2,326
4123,commons-math,MersenneTwisterTest,2,0,0,2,0,0,0,35,2096,15,17,1011979,2124,3,23313
4124,commons-math,BrentOptimizerTest,26,2,2,2,0,0,0,314,916,16,84,9787,1277,3,6894
4125,commons-math,UniformIntegerDistributionTest,4,0,1,0,0,0,0,64,214,11,25,2246,239,4,2021
4126,commons-math,LearningFactorFunctionFactoryTest,6,0,0,0,0,0,0,71,217,9,31,1849,213,3,2133
4127,commons-math,MedianTest,6,0,0,2,0,0,0,67,237,11,59,2565,250,4,1927
4128,commons-math,BetaDistributionTest,11,0,0,9,0,0,0,321,1343,14,61,16046,1685,2,12190
4129,commons-math,OutOfRangeExceptionTest,3,0,0,0,0,0,0,13,35,8,10,279,39,3,271
4130,commons-math,ConjugateGradientTest,22,1,5,19,0,0,0,1050,1861,15,112,25396,2986,2,14398
4131,commons-math,NordsieckStepInterpolatorTest,3,1,0,2,0,0,0,96,208,12,57,2168,284,2,1733
4132,commons-math,VariableHandler,2,4,0,0,0,0,0,65,87,11,20,860,101,2,644
4133,commons-math,EigenSolverTest,13,1,4,4,0,0,2,184,589,14,65,6138,743,2,3997
4134,commons-math,IntervalsSetTest,39,0,0,1,0,0,0,146,561,12,46,4814,653,2,3300
4135,jfreechart,SimpleHistogramDatasetTest,12,0,0,0,0,0,7,98,203,8,27,1739,249,3,1798
4136,jfreechart,XYItemEntityTest,15,0,0,0,0,0,14,96,243,10,25,2265,293,3,1598
4137,jfreechart,QuarterTest,43,0,9,0,0,0,3,468,920,11,86,8817,1208,3,7654
4138,jfreechart,TaskSeriesTest,13,0,0,0,0,0,12,115,334,10,25,3093,435,3,1760
4139,jfreechart,XYTitleAnnotationTest,14,0,1,0,0,0,11,164,331,11,43,3390,445,3,2402
4140,jfreechart,XYIntervalDataItemTest,24,0,0,0,0,0,17,133,353,8,26,3323,417,3,2487
4141,jfreechart,ComparableObjectItemTest,14,0,1,0,0,0,1,95,210,9,27,1973,279,3,1940
4142,jfreechart,DialBackgroundTest,19,0,0,0,0,0,14,139,311,8,36,2730,388,3,2325
4143,jfreechart,DynamicDriveToolTipTagFragmentGeneratorTest,2,0,0,0,0,0,0,10,27,8,8,227,29,3,556
4144,jfreechart,TickLabelEntityTest,11,0,0,0,0,0,10,72,187,10,22,1669,225,3,1340
4145,jfreechart,StandardToolTipTagFragmentGeneratorTest,2,0,0,0,0,0,0,10,23,8,7,201,25,3,465
4146,jfreechart,DefaultKeyedValueTest,13,0,1,0,0,0,8,94,203,10,28,1860,268,3,1585
4147,jfreechart,CategoryToPieDatasetTest,23,0,7,0,0,0,1,207,375,9,41,3466,510,3,3300
4148,jfreechart,XYStepChartTest,5,0,1,0,0,0,1,106,237,11,65,2331,293,3,2253
4149,jfreechart,XYStepAreaChartTest,5,0,1,0,0,0,1,106,231,11,63,2268,287,3,2188
4150,jfreechart,AxisLocationTest,8,0,0,0,0,0,1,48,96,8,23,802,118,3,973
4151,jfreechart,BoxAndWhiskerRendererTest,36,0,11,0,0,0,13,639,1353,13,108,16024,1953,3,11298
4152,jfreechart,NullLegendLabelGenerator,0,0,0,0,0,0,0,6,20,5,11,157,6,2,265
4153,jfreechart,ScatterPlotTest,5,0,1,0,0,0,1,106,231,11,63,2268,287,3,2208
4154,jfreechart,SymbolicXYItemLabelGeneratorTest,9,0,0,0,0,0,7,59,117,8,20,1070,150,3,1391
4155,jfreechart,AbstractBlockTest,27,0,1,0,0,0,25,174,370,10,35,3678,458,3,2074
4156,jfreechart,StackedAreaChartTest,6,0,1,0,0,0,2,107,300,11,74,3130,386,3,2825
4157,jfreechart,YIntervalSeriesTest,47,0,0,0,0,0,16,344,784,9,49,6823,920,3,4927
4158,jfreechart,XYTaskDatasetTest,15,0,0,0,0,0,14,168,395,9,30,3855,533,3,2302
4159,jfreechart,HMSNumberFormatTest,6,0,0,0,0,0,0,22,51,8,7,389,57,3,434
4160,jfreechart,StandardXYSeriesLabelGeneratorTest,13,0,0,0,0,0,9,90,184,8,28,1631,235,3,2019
4161,jfreechart,CategoryStepRendererTest,11,0,0,0,0,0,5,101,199,9,37,1819,259,3,1875
4162,jfreechart,LogFormatTest,15,0,0,0,0,0,12,103,219,8,22,1967,278,3,1437
4163,jfreechart,RegressionTest,16,0,0,4,0,0,0,296,640,10,27,5994,842,3,4003
4164,jfreechart,TestDrawable,0,2,0,0,0,0,0,21,39,9,15,457,26,2,674
4165,jfreechart,CategoryTickTest,17,0,0,0,0,0,15,163,367,9,38,3667,480,3,2357
4166,jfreechart,DefaultHeatMapDatasetTest,38,0,0,0,0,0,25,241,606,8,41,5802,697,3,3591
4167,jfreechart,IntervalCategoryItemLabelGeneratorTest,13,0,0,0,0,0,11,83,177,9,25,1592,226,3,1971
4168,jfreechart,StandardDialScaleTest,61,0,0,0,0,0,40,363,817,8,53,8658,982,3,5101
4169,jfreechart,StackedAreaRendererTest,17,0,0,0,0,0,6,117,240,8,32,2116,305,3,2080
4170,jfreechart,CandlestickRendererTest,38,0,0,0,0,0,24,247,521,10,63,5166,649,3,3755
4171,jfreechart,ColorBlockTest,15,0,1,0,0,0,13,108,266,10,30,2387,332,3,1553
4172,jfreechart,XYIntervalSeriesCollectionTest,18,0,3,0,0,0,11,183,319,9,35,3031,435,3,2782
4173,jfreechart,XYDrawableAnnotationTest,18,2,0,0,0,0,15,143,357,10,35,3634,429,3,3177
4174,jfreechart,AbstractRendererTest,174,0,1,0,0,0,122,1202,2872,10,154,38505,3420,3,18626
4175,jfreechart,LegendItemEntityTest,15,0,0,0,0,0,14,96,221,10,25,2031,269,3,1524
4176,jfreechart,XYPointerAnnotationTest,30,0,0,0,0,0,27,197,407,9,40,4207,495,3,2604
4177,jfreechart,LookupPaintScaleTest,49,0,0,0,0,0,14,228,640,9,34,5505,736,3,3633
4178,jfreechart,CategoryLabelWidthTypeTest,6,0,0,0,0,0,2,39,77,8,20,661,94,3,885
4179,jfreechart,VectorSeriesCollectionTest,18,0,0,0,0,0,8,149,274,9,32,2466,356,3,2164
4180,jfreechart,CompassPlotTest,17,0,0,0,0,0,16,117,324,9,35,2941,383,3,2101
4181,jfreechart,DateTickTest,19,0,0,0,0,0,17,157,443,9,37,4284,547,3,2214
4182,jfreechart,DefaultBoxAndWhiskerXYDatasetTest,29,0,0,0,0,0,8,153,510,9,45,4628,608,3,3693
4183,jfreechart,ThermometerPlotTest,37,0,0,0,0,0,37,235,555,8,47,6270,663,3,3287
