Nº,Project,TestClassName,No. Tests,Vocabulary,Non Whithe Characters,No. Method Invoctions,AST size,Max Depth,Sum Depths,Avg Depth,Branching,Dexterity,No. Expressions,No. Try,No. Catch,No. Loop,No. Conditions,No. Else,Bad API,Junit,Hamcrest,Mockito
10117,commons-lang,HashCodeBuilderTest,45,105,15902,345,3439,14,9603,2.7923815062518176,1.490258796161675,44,2935,0,0,0,4,0,0,110,0,0
10118,commons-lang,DateUtils,0,177,52977,192,2297,20,7226,3.145842403134523,3.353939921636918,54,2369,1,1,5,50,12,0,0,0,0
10119,commons-lang,EClass,0,3,35,0,0,3,11,0,0,5,3,0,0,0,0,0,0,0,0,0
10120,commons-lang,ArchUtilsTest,4,41,3798,100,527,8,1326,2.5161290322580645,2.235294117647059,20,499,0,0,0,0,0,0,34,0,0
10121,commons-lang,AllTransientFixture,0,6,218,0,25,7,126,5.04,2.96,14,32,0,0,0,0,0,0,0,0,0
10122,commons-lang,StringUtilsTrimStripTest,11,44,8112,238,1269,10,2545,2.005516154452325,1.6288416075650118,26,1134,0,0,0,0,0,0,119,0,0
10123,commons-lang,MultipleEventSource,0,8,264,2,6,7,73,12.166666666666666,6.166666666666667,14,16,0,0,0,0,0,0,0,0,0
10124,commons-lang,TestSubObject,0,9,319,0,50,9,183,3.66,1.54,28,43,0,0,0,2,0,0,0,0,0
10125,commons-lang,Tester,0,4,43,0,0,4,18,0,0,5,4,0,0,0,0,0,0,0,0,0
10126,commons-lang,MemoizerTest,6,35,2631,41,386,9,998,2.5854922279792745,1.2590673575129534,25,274,3,3,0,0,0,0,6,0,0
10127,commons-lang,SemaphoreThread,0,21,903,4,58,12,258,4.448275862068965,2.896551724137931,25,54,1,1,1,1,0,0,0,0,0
10128,commons-lang,HashCodeBuilder,0,83,20316,69,893,18,3251,3.6405375139977605,2.8006718924972005,45,770,2,1,11,24,19,0,0,0,0
10129,commons-lang,FastDateParserTest,38,214,19121,422,3020,16,7286,2.412582781456954,2.4135761589403972,51,2633,6,6,10,13,1,2,71,0,0
10130,commons-lang,StopWatch,0,47,9363,19,444,11,1516,3.4144144144144146,2.400900900900901,34,430,0,0,0,13,2,0,0,0,0
10131,commons-lang,ConcurrentInitializer,0,4,1108,0,0,4,21,0,0,10,8,0,0,0,0,0,0,0,0,0
10132,commons-lang,ParentObject,0,2,55,0,0,3,9,0,0,4,2,0,0,0,0,0,0,0,0,0
10133,commons-lang,ArrayUtilsRemoveTest,28,73,23783,676,5114,11,11159,2.1820492764958934,1.3750488854125928,33,3792,27,27,0,0,0,117,241,0,0
10134,commons-lang,CharSequenceComparator,0,9,187,3,10,7,68,6.8,4.3,12,18,0,0,0,0,0,0,0,0,0
10135,commons-lang,UnicodeUnpairedSurrogateRemover,0,12,636,0,18,8,87,4.833333333333333,3.5555555555555554,17,24,0,0,0,1,0,0,0,0,0
10136,commons-lang,StrSubstitutorTest,41,122,18098,334,2334,12,5423,2.323479005998286,2.1491002570694087,36,1823,6,6,0,9,1,0,102,0,0
10137,commons-lang,DefaultToStringStyle,0,9,551,0,5,5,49,9.8,13,16,13,0,0,0,0,0,0,0,0,0
10138,commons-lang,ThreadGroupPredicate,0,4,272,0,0,5,22,0,0,10,5,0,0,0,0,0,0,0,0,0
10139,commons-lang,BooleanDiff,0,11,260,0,13,6,97,7.461538461538462,5.461538461538462,16,23,0,0,0,0,0,0,0,0,0
10140,commons-lang,FastDatePrinter,0,205,27863,189,2497,15,8887,3.5590708850620745,4.003604325190229,55,2425,1,1,10,49,30,0,0,0,0
10141,commons-lang,ClassUtilsTest,62,213,61212,1525,9603,13,22619,2.355409767780902,2.2854316359471,46,7552,5,5,3,0,0,8,716,0,0
10142,commons-lang,TestEmptySubObject,0,3,88,0,3,5,26,8.666666666666666,4,9,5,0,0,0,0,0,0,0,0,0
10143,commons-lang,TzInfo,0,7,142,1,14,8,80,5.714285714285714,2.5714285714285716,15,19,0,0,0,0,0,0,0,0,0
10144,commons-lang,ParameterizedTypeImpl,0,24,1188,7,105,11,444,4.228571428571429,3.276190476190476,32,118,0,0,0,0,0,0,0,0,0
10145,commons-lang,InitializationTask,0,11,584,2,21,10,131,6.238095238095238,2.9047619047619047,22,26,1,0,0,1,0,0,0,0,0
10146,commons-lang,StrBuilderReader,0,22,1168,9,162,11,564,3.4814814814814814,2.234567901234568,31,154,0,0,0,7,0,0,0,0,0
10147,commons-lang,ArrayUtilsInsertTest,9,26,10389,225,2312,10,4429,1.9156574394463668,1.6397058823529411,31,1654,18,18,0,0,0,9,117,0,0
10148,commons-lang,BackgroundInitializerTestImpl,0,14,748,2,27,8,143,5.296296296296297,4,25,32,0,0,0,2,0,0,0,0,0
10149,commons-lang,ReflectionToStringBuilder,0,99,19591,70,592,18,2328,3.9324324324324325,3.668918918918919,45,745,1,1,3,13,1,0,0,0,0
10150,commons-lang,TwoDigitMonthField,0,15,605,3,24,9,171,7.125,7.25,22,41,0,0,0,0,0,0,0,0,0
10151,commons-lang,CloneableString,0,9,298,0,10,7,88,8.8,7,20,19,0,0,0,0,0,0,0,0,0
10152,commons-lang,FormattableUtils,0,35,4325,17,158,10,565,3.5759493670886076,4.037974683544304,32,205,0,0,1,1,0,0,0,0,0
10153,commons-lang,LookupTranslator,0,39,1563,14,189,12,586,3.1005291005291005,1.5238095238095237,35,153,0,0,2,6,0,0,0,0,0
10154,commons-lang,Executable,0,10,768,4,44,7,253,5.75,3.9545454545454546,22,49,0,0,0,0,0,0,0,0,0
10155,commons-lang,InheritedReflectionStaticFieldsFixture,0,5,232,0,0,4,31,0,0,12,7,0,0,0,0,0,0,0,0,0
10156,commons-lang,SimpleReflectionStaticFieldsFixture,0,4,184,0,0,4,28,0,0,12,6,0,0,0,0,0,0,0,0,0
10157,commons-lang,LocaleUtils,0,71,8719,74,659,13,2066,3.1350531107739,1.56752655538695,38,574,0,0,2,25,1,0,0,0,0
10158,commons-lang,TestRecursiveCycleObject,0,6,403,0,39,7,180,4.615384615384615,2.5641025641025643,15,43,0,0,0,0,0,0,0,0,0
10159,commons-lang,ReflectionTestFixtureA,0,4,146,0,0,4,34,0,0,9,11,0,0,0,0,0,0,0,0,0
10160,commons-lang,ReflectionTestFixtureB,0,5,175,0,0,4,37,0,0,10,12,0,0,0,0,0,0,0,0,0
10161,commons-lang,ArchUtils,0,33,2888,18,235,9,739,3.1446808510638298,2.2382978723404254,27,223,0,0,1,1,0,0,0,0,0
10162,commons-lang,BClass,0,2,22,0,0,3,8,0,0,4,2,0,0,0,0,0,0,0,0,0
10163,commons-lang,CharUtils,0,39,11828,28,296,10,1278,4.3175675675675675,5.037162162162162,41,364,0,0,1,9,0,0,0,0,0
10164,commons-lang,Computable,0,6,577,0,0,5,33,0,0,10,12,0,0,0,0,0,0,0,0,0
10165,commons-lang,Pair,0,33,3521,26,141,12,628,4.453900709219858,3.631205673758865,34,175,0,0,0,2,0,0,0,0,0
10166,commons-lang,LookupTranslatorTest,2,21,809,8,117,12,320,2.735042735042735,1.2820512820512822,23,96,0,0,0,0,0,0,4,0,0
10167,commons-lang,MutableByte,0,45,6989,13,244,12,1033,4.233606557377049,5.442622950819672,33,268,0,0,0,1,0,0,0,0,0
10168,commons-lang,AtomicSafeInitializer,0,15,2381,4,31,11,221,7.129032258064516,4.258064516129032,27,55,0,0,1,1,0,0,0,0,0
10169,commons-lang,DeeplyNested,0,1,26,0,0,2,4,0,0,3,1,0,0,0,0,0,0,0,0,0
10170,commons-lang,CompareToBuilderTest,48,130,37729,985,8831,15,23715,2.685426339032952,1.5080964783150266,48,6814,0,0,20,6,0,98,320,0,0
10171,commons-lang,NumericEntityEscaper,0,19,2762,6,104,9,409,3.9326923076923075,3.701923076923077,29,116,0,0,0,3,1,0,0,0,0
10172,commons-lang,MutableFloat,0,47,8219,17,263,12,1076,4.091254752851711,5.277566539923955,32,292,0,0,0,0,0,0,0,0,0
10173,commons-lang,UnicodeUnpairedSurrogateRemoverTest,2,20,639,12,48,7,175,3.6458333333333335,2.25,18,72,0,0,0,0,0,0,6,0,0
10174,commons-lang,DateUtilsTest,63,269,54467,1113,7793,13,16544,2.122930835365071,2.9969203131015014,44,6912,39,33,2,1,1,1,302,0,0
10175,commons-lang,DiffResultTest,9,60,3273,49,411,11,1206,2.934306569343066,1.686131386861314,33,351,0,0,1,0,0,1,9,0,0
10176,commons-lang,EventCounter,0,4,115,0,7,6,48,6.857142857142857,4.285714285714286,11,7,0,0,0,0,0,0,0,0,0
10177,commons-lang,ConcurrentRuntimeException,0,11,1378,2,15,6,102,6.8,6.066666666666666,17,31,0,0,0,0,0,0,0,0,0
10178,commons-lang,WildcardTypeImpl,0,21,1066,8,84,10,384,4.571428571428571,3.5357142857142856,28,101,0,0,0,0,0,0,0,0,0
10179,commons-lang,OctalUnescaperTest,1,16,1715,24,226,8,427,1.8893805309734513,3.663716814159292,20,199,0,0,0,0,0,0,12,0,0
10180,commons-lang,StringUtilsSubstringTest,14,43,11040,352,1742,8,3292,1.8897818599311136,2.2072330654420207,26,1596,0,0,0,0,0,0,181,0,0
10181,commons-lang,EventListenerSupport,0,73,7911,33,311,14,1209,3.887459807073955,2.9163987138263665,42,320,1,1,2,2,1,0,0,0,0
10182,commons-lang,IDKey,0,12,741,1,51,9,199,3.9019607843137254,2.196078431372549,27,49,0,0,0,2,0,0,0,0,0
10183,commons-lang,Fraction,0,125,21173,97,1804,17,5203,2.8841463414634148,2.3309312638580932,41,1519,0,0,2,62,12,0,0,0,0
10184,commons-lang,DateUtilsFragmentTest,57,106,17112,240,2459,16,6922,2.8149654331028873,2.0077267181781213,23,2083,20,20,0,0,0,0,103,0,0
10185,commons-lang,InheritanceBean,0,8,280,0,6,5,104,17.333333333333332,19,8,19,0,0,0,0,0,0,0,0,0
10186,commons-lang,JsonToStringStyleTest,15,66,9168,193,1468,17,4076,2.776566757493188,1.1655313351498637,39,1101,23,23,0,0,0,0,54,0,0
10187,commons-lang,Builder,0,3,1454,0,0,4,18,0,0,10,6,0,0,0,0,0,0,0,0,0
10188,commons-lang,TextField,0,21,654,3,60,10,252,4.2,2.7333333333333334,29,61,0,0,1,1,0,0,0,0,0
10189,commons-lang,SystemUtilsTest,17,113,22624,645,3138,16,6264,1.9961759082217974,5.572976418100701,31,2644,0,0,0,22,19,0,360,0,0
10190,commons-lang,ExceptionUtilsTest,34,136,18169,378,2463,12,6297,2.556638246041413,1.971173365814048,48,2027,13,13,2,2,0,0,169,0,0
10191,commons-lang,MethodUtils,0,158,31159,184,1927,16,5852,3.0368448365334717,2.030617540217955,51,1794,5,5,13,39,9,0,0,0,0
10192,commons-lang,FieldUtilsTest,64,170,46881,888,6059,11,14417,2.3794355504208617,1.9858062386532431,40,4668,107,107,2,2,0,0,321,0,0
10193,commons-lang,LANG1261ParentObject,0,5,82,0,3,5,30,10,6.333333333333333,11,7,0,0,0,0,0,0,0,0,0
10194,commons-lang,InheritanceUtils,0,11,979,5,69,8,191,2.7681159420289854,1.536231884057971,26,56,0,0,0,3,0,0,0,0,0
10195,commons-lang,ExceptionContext,0,18,2126,0,0,6,150,0,0,10,43,0,0,0,0,0,0,0,0,0
10196,commons-lang,ArrayUtils,0,210,231280,647,13975,14,40686,2.91134168157424,5.844508050089446,55,11510,1,1,124,499,80,0,0,0,0
10197,commons-lang,PrivatelyShadowedChild,0,8,176,0,0,4,59,0,0,13,15,0,0,0,0,0,0,0,0,0
10198,commons-lang,DiffResult,0,41,3539,17,159,9,593,3.729559748427673,2.7547169811320753,33,181,0,0,1,2,1,0,0,0,0
10199,commons-lang,FastDateFormat,0,71,15970,43,345,11,1958,5.6753623188405795,9.484057971014492,37,702,0,0,0,1,0,0,0,0,0
10200,commons-lang,SubAllTransientFixture,0,8,220,0,12,7,83,6.916666666666667,4.833333333333333,15,21,0,0,0,0,0,0,0,0,0
10201,commons-lang,CircuitBreaker,0,9,2424,0,0,5,50,0,0,12,13,0,0,0,0,0,0,0,0,0
10202,commons-lang,EntityArraysTest,3,31,1026,11,245,13,626,2.5551020408163265,0.9877551020408163,31,189,0,0,2,2,0,0,3,0,0
10203,commons-lang,ChildObject,0,3,73,0,0,3,12,0,0,4,3,0,0,0,0,0,0,0,0,0
10204,commons-lang,The,0,7,75,0,0,4,36,0,0,6,9,0,0,0,0,0,0,0,0,0
10205,commons-lang,BasicThreadFactoryTest,15,86,7761,162,1069,12,2580,2.4134705332086064,1.6660430308699719,31,842,0,0,2,0,0,1,33,0,9
10206,commons-lang,MutableDoubleTest,26,71,6360,173,1061,10,2626,2.47502356267672,1.5230914231856738,27,854,0,0,0,0,0,14,72,0,0
10207,commons-lang,HashCodeBuilderAndEqualsBuilderTest,4,36,2804,21,262,9,867,3.3091603053435112,2.572519083969466,29,297,0,0,0,1,0,0,3,0,0
10208,commons-lang,FastDateParser_TimeZoneStrategyTest,2,32,980,16,167,18,450,2.694610778443114,1.3892215568862276,30,115,1,1,3,1,0,0,2,0,0
10209,commons-lang,Mutable,0,7,711,0,0,5,33,0,0,11,11,0,0,0,0,0,0,0,0,0
10210,commons-lang,CX,0,4,40,0,0,3,15,0,0,4,4,0,0,0,0,0,0,0,0,0
10211,commons-lang,CY,0,4,46,0,0,3,15,0,0,4,4,0,0,0,0,0,0,0,0,0
10212,commons-lang,ContextedException,0,31,5807,8,117,10,646,5.521367521367521,4.82051282051282,30,177,0,0,0,1,0,0,0,0,0
10213,commons-lang,FastDateFormatTest,16,135,9873,201,1394,20,3074,2.2051649928263988,1.4540889526542324,35,1150,1,1,2,2,0,7,55,0,0
10214,commons-lang,GetThread,0,14,201,2,31,9,110,3.5483870967741935,1.064516129032258,16,22,1,2,0,0,0,0,0,0,0
10215,commons-lang,NumberUtilsTest,112,238,64796,1594,9424,11,21378,2.2684634974533107,3.097623089983022,45,8502,9,9,0,2,0,293,603,0,0
10216,commons-lang,MutableObject,0,19,1769,5,91,11,368,4.043956043956044,3.10989010989011,34,101,0,0,0,3,0,0,0,0,0
10217,commons-lang,BackgroundInitializer,0,43,8780,16,171,12,778,4.549707602339181,3.5555555555555554,36,181,2,2,0,5,1,0,0,0,0
10218,commons-lang,PaddedNumberField,0,18,726,3,37,9,210,5.675675675675675,5.675675675675675,23,51,0,0,0,1,0,0,0,0,0
10219,commons-lang,WeekYear,0,14,483,4,26,7,162,6.230769230769231,5.769230769230769,18,43,0,0,0,0,0,0,0,0,0
10220,commons-lang,AAAClass,0,5,80,0,0,5,30,0,0,5,6,0,0,0,0,0,0,0,0,0
10221,commons-lang,TestBeanWithInterfaces,0,4,94,0,3,5,25,8.333333333333334,4,8,5,0,0,0,0,0,0,0,0,0
10222,commons-lang,CharRange,0,51,6086,9,454,18,1668,3.6740088105726874,2.29295154185022,40,426,0,0,0,18,8,0,0,0,0
10223,commons-lang,BooleanUtilsTest,72,125,24235,609,3636,12,9101,2.503025302530253,2.2205720572057204,34,3260,0,0,0,0,0,26,255,0,0
10224,commons-lang,AlwaysTruePredicate,0,9,299,0,7,5,69,9.857142857142858,12,14,16,0,0,0,0,0,0,0,0,0
10225,commons-lang,AnnotationUtilsTest,10,114,9833,122,687,16,4100,5.967976710334789,7.465793304221251,43,1327,0,0,2,3,0,18,30,0,0
10226,commons-lang,SimpleToStringStyleTest,8,44,3771,113,685,12,1932,2.8204379562043798,1.218978102189781,30,583,0,0,0,0,0,0,34,0,0
10227,commons-lang,NumericEntityUnescaperTest,3,25,1600,16,189,9,427,2.259259259259259,1.3915343915343916,22,152,1,1,0,0,0,0,8,0,0
10228,commons-lang,MutableObjectTest,5,30,2071,65,396,10,1023,2.5833333333333335,1.148989898989899,21,284,0,0,0,0,0,17,28,0,0
10229,commons-lang,NamePredicate,0,16,608,5,40,8,176,4.4,3.1,24,52,0,0,0,0,0,0,0,0,0
10230,commons-lang,CsvEscaper,0,28,756,12,61,10,256,4.19672131147541,3.0163934426229506,25,79,0,0,0,2,1,0,0,0,0
10231,commons-lang,StrSubstitutor,0,119,33795,136,1532,26,4993,3.2591383812010446,3.508485639686684,50,1454,0,0,4,43,3,0,0,0,0
10232,commons-lang,TestBean,0,20,1012,3,136,10,524,3.8529411764705883,2.4705882352941178,27,138,0,0,1,0,0,0,2,0,0
10233,commons-lang,CloneFailedExceptionTest,6,25,1543,23,146,8,446,3.0547945205479454,1.7397260273972603,20,132,0,0,0,0,0,0,11,0,0
10234,commons-lang,SimpleToStringStyle,0,13,719,5,34,7,106,3.1176470588235294,2.7058823529411766,20,32,0,0,0,0,0,0,0,0,0
10235,commons-lang,StringEscapeUtilsTest,32,135,20517,334,2289,12,5344,2.3346439493228486,1.801223241590214,44,1812,19,31,3,0,0,0,136,0,0
10236,commons-lang,ToStringStyleTest,12,48,2235,36,264,8,785,2.9734848484848486,1.7765151515151516,20,215,0,0,0,0,0,0,12,0,0
10237,commons-lang,ObjectCycle,0,8,121,2,11,9,68,6.181818181818182,2,13,15,0,0,0,0,0,0,0,0,0
10238,commons-lang,TwoDigitYearField,0,15,600,3,24,9,171,7.125,7.25,22,41,0,0,0,0,0,0,0,0,0
10239,commons-lang,GenericArrayTypeImpl,0,14,728,3,51,10,229,4.490196078431373,3.4901960784313726,25,59,0,0,0,0,0,0,0,0,0
10240,commons-lang,ProxyInvocationHandler,0,13,664,1,17,8,98,5.764705882352941,4.588235294117647,18,26,0,0,1,0,0,0,0,0,0
10241,commons-lang,StringUtilsTest,145,404,121312,3055,18558,16,37982,2.0466645112619894,3.136221575600819,54,16083,34,34,36,10,2,2,1499,0,0
10242,commons-lang,IA,0,1,20,0,0,2,4,0,0,3,1,0,0,0,0,0,0,0,0,0
10243,commons-lang,TypeLiteralTest,4,23,941,15,182,12,565,3.1043956043956045,0.8956043956043956,21,117,0,0,0,0,0,4,7,0,0
10244,commons-lang,IB,0,1,20,0,0,2,4,0,0,3,1,0,0,0,0,0,0,0,0,0
10245,commons-lang,IC,0,3,32,0,0,3,11,0,0,4,3,0,0,0,0,0,0,0,0,0
10246,commons-lang,ID,0,1,20,0,0,2,4,0,0,3,1,0,0,0,0,0,0,0,0,0
10247,commons-lang,IE,0,2,29,0,0,3,8,0,0,4,2,0,0,0,0,0,0,0,0,0
10248,commons-lang,IF,0,1,20,0,0,2,4,0,0,3,1,0,0,0,0,0,0,0,0,0
10249,commons-lang,FormattableUtilsTest,5,17,6002,181,1096,10,2548,2.3248175182481754,2.3813868613138687,23,987,0,0,0,0,0,0,60,0,0
10250,commons-lang,Person,0,7,148,0,0,4,42,0,0,10,7,0,0,0,0,0,0,0,0,0
10251,commons-lang,AbstractConcurrentInitializerTest,3,40,2196,15,208,13,560,2.6923076923076925,1.3557692307692308,35,173,1,2,4,0,0,0,3,0,0
10252,commons-lang,CharSetUtils,0,40,5395,32,371,14,1027,2.7681940700808627,1.6253369272237197,36,316,0,0,5,15,0,0,0,0,0
10253,commons-lang,DefaultToStringStyleTest,8,50,4413,121,773,12,2113,2.7335058214747736,1.1914618369987064,31,683,0,0,0,0,0,0,34,0,0
10254,commons-lang,SimpleReflectionTestFixture,0,8,240,1,14,7,80,5.714285714285714,3.142857142857143,19,20,0,0,0,0,0,0,0,0,0
10255,commons-lang,TestObjectReference,0,12,393,1,24,8,144,6,3.625,20,38,0,0,0,0,0,0,0,0,0
10256,commons-lang,FormatCache,0,53,6153,31,350,15,1321,3.7742857142857145,2.2514285714285713,39,379,1,1,1,11,2,0,0,0,0
10257,commons-lang,CallableBackgroundInitializer,0,17,3038,4,34,7,206,6.0588235294117645,4.382352941176471,25,63,0,0,0,0,0,0,0,0,0
10258,commons-lang,StrMatcherTest,14,46,5766,208,985,9,1976,2.0060913705583756,1.6812182741116752,25,881,0,0,0,0,0,0,92,0,0
10259,commons-lang,NumberRule,0,7,313,0,0,5,32,0,0,10,10,0,0,0,0,0,0,0,0,0
10260,commons-lang,Null,0,12,746,0,5,5,48,9.6,11.4,18,24,0,0,0,0,0,0,0,0,0
10261,commons-lang,StrBuilderAppendInsertTest,51,113,32528,892,6476,13,13995,2.1610562075355157,2.3032736256948736,41,4669,58,58,0,0,0,0,299,0,0
10262,commons-lang,PairTest,9,51,2602,67,546,12,1289,2.360805860805861,1.26007326007326,27,399,0,0,0,0,0,6,25,0,0
10263,commons-lang,ClassNotFoundSerialization,0,9,253,0,8,7,61,7.625,4.625,14,13,0,0,0,0,0,0,0,0,0
10264,commons-lang,Transaction,0,6,132,0,13,7,74,5.6923076923076925,2.230769230769231,14,18,0,0,0,0,0,0,0,0,0
10265,commons-lang,ReflectionToStringBuilderMutateInspectConcurrencyTest,1,35,1728,14,163,13,658,4.03680981595092,1.7484662576687116,29,151,0,0,3,1,1,0,0,0,0
10266,commons-lang,MultiBackgroundInitializer,0,58,9889,29,299,12,1138,3.8060200668896322,2.160535117056856,37,284,1,1,3,3,0,0,0,0,0
10267,commons-lang,MultiLineToStringStyle,0,12,673,6,33,8,113,3.4242424242424243,2.606060606060606,21,32,0,0,0,0,0,0,0,0,0
10268,commons-lang,TestObjectWithMultipleFields,0,5,284,0,19,7,111,5.842105263157895,3.526315789473684,16,35,0,0,0,0,0,0,0,0,0
10269,commons-lang,DateParser,0,23,2878,0,0,5,144,0,0,13,92,0,0,0,0,0,0,0,0,0
10270,commons-lang,PubliclyShadowedChild,0,7,122,0,0,4,48,0,0,11,11,0,0,0,0,0,0,0,0,0
10271,commons-lang,MutableTriple,0,17,1839,0,61,8,409,6.704918032786885,7.704918032786885,24,112,0,0,0,0,0,0,0,0,0
10272,commons-lang,SerializationException,0,10,1175,0,12,5,104,8.666666666666666,8.833333333333334,16,29,0,0,0,0,0,0,0,0,0
10273,commons-lang,ConstructorUtils,0,55,9248,37,384,17,1322,3.4427083333333335,2.2604166666666665,43,431,2,2,2,7,0,0,0,0,0
10274,commons-lang,Grandchild,0,2,47,0,0,3,9,0,0,5,2,0,0,0,0,0,0,0,0,0
10275,commons-lang,FastTimeZone,0,25,1589,15,125,10,408,3.264,2.184,25,118,0,0,0,4,0,0,0,0,0
10276,commons-lang,AInterface,0,2,30,0,0,3,8,0,0,4,2,0,0,0,0,0,0,0,0,0
10277,commons-lang,Strategy,0,12,315,0,3,5,62,20.666666666666668,20,13,13,0,0,0,0,0,0,0,0,0
10278,commons-lang,AnotherChild,0,2,50,0,0,3,9,0,0,5,2,0,0,0,0,0,0,0,0,0
10279,commons-lang,Inner,0,6,92,1,6,6,32,5.333333333333333,2.3333333333333335,10,9,0,0,0,0,0,0,0,0,0
10280,commons-lang,StaticContainerChild,0,2,60,0,0,3,9,0,0,5,2,0,0,0,0,0,0,0,0,0
10281,commons-lang,PropertyChangeSource,0,19,672,5,42,8,204,4.857142857142857,3.142857142857143,20,52,0,0,0,0,0,0,0,0,0
10282,commons-lang,Bank,0,3,66,0,7,7,50,7.142857142857143,2.142857142857143,13,11,0,0,0,0,0,0,0,0,0
10283,commons-lang,Processor,0,19,2349,5,59,7,298,5.0508474576271185,4.677966101694915,23,100,0,0,0,0,0,0,0,0,0
10284,commons-lang,MutableIntTest,25,69,5751,174,994,10,2518,2.533199195171026,1.5221327967806841,27,813,0,0,0,0,0,14,72,0,0
10285,commons-lang,UpperCaseFormatFactory,0,12,293,0,3,6,77,25.666666666666668,23,15,18,0,0,0,0,0,0,0,0,0
10286,commons-lang,CsvUnescaper,0,31,931,18,99,10,347,3.505050505050505,2.2323232323232323,26,111,0,0,0,3,1,0,0,0,0
10287,commons-lang,TestMutable,0,7,147,0,4,5,54,13.5,11,12,13,0,0,0,0,0,0,0,0,0
10288,commons-lang,StrBuilder,0,208,67789,342,5150,15,15547,3.0188349514563106,4.2100970873786405,57,4551,0,0,37,182,20,0,0,0,0
10289,commons-lang,SubTestFixture,0,8,196,0,12,7,83,6.916666666666667,4.833333333333333,15,21,0,0,0,0,0,0,0,0,0
10290,commons-lang,NumberStrategy,0,34,1127,15,149,11,433,2.9060402684563758,1.7986577181208054,28,123,0,0,2,5,1,0,0,0,0
10291,commons-lang,DayInWeekField,0,16,554,4,44,9,206,4.681818181818182,3.727272727272727,23,57,0,0,0,0,0,0,0,0,0
10292,commons-lang,Other,0,4,45,0,0,4,21,0,0,6,5,0,0,0,0,0,0,0,0,0
10293,commons-lang,MutableLongTest,25,65,5711,175,1014,10,2522,2.4871794871794872,1.4792899408284024,25,812,0,0,0,0,0,14,73,0,0
10294,commons-lang,ShortPrefixToStringStyleTest,8,46,4319,113,760,12,2057,2.706578947368421,1.1828947368421052,32,658,0,0,0,0,0,0,34,0,0
10295,commons-lang,EventUtils,0,47,3407,26,193,12,744,3.854922279792746,2.523316062176166,35,214,1,3,0,2,0,0,0,0,0
10296,commons-lang,CompositeFormatTest,2,41,1541,11,241,13,554,2.2987551867219915,1.3609958506224067,25,152,0,0,0,0,0,0,4,0,0
10297,commons-lang,HashSetvBitSetTest,0,37,1378,13,253,10,715,2.8260869565217392,1.4110671936758894,37,170,0,0,4,0,0,0,0,0,0
10298,commons-lang,ArrayUtilsTest,308,524,133481,3318,27964,16,58434,2.089615219568016,3.457409526534115,52,21328,17,17,8,0,0,69,1792,0,0
10299,commons-lang,ObjectWithFaultyToString,0,5,112,0,6,7,40,6.666666666666667,2.8333333333333335,10,8,0,0,0,0,0,0,0,0,0
10300,commons-lang,CircuitBreakingException,0,7,1005,0,12,5,104,8.666666666666666,8.833333333333334,15,24,0,0,0,0,0,0,0,0,0
10301,commons-lang,StringEscapeUtils,0,92,20485,79,258,11,2389,9.25968992248062,10.748062015503876,34,896,0,0,0,5,2,0,0,0,0
10302,commons-lang,Parent,0,13,253,0,3,4,77,25.666666666666668,31,15,21,0,0,0,0,0,0,0,0,0
10303,commons-lang,ClassUtils,0,197,38532,253,2375,20,8256,3.4762105263157896,2.6526315789473682,53,2286,4,4,19,75,7,0,0,0,0
10304,commons-lang,BooleanUtils,0,58,27184,51,1244,12,3761,3.0233118971061095,2.4686495176848875,39,1096,3,3,3,61,11,0,0,0,0
10305,commons-lang,NotImplementedExceptionTest,1,23,1344,15,163,8,376,2.3067484662576687,2.0736196319018405,22,148,0,0,0,0,0,0,4,0,0
10306,commons-lang,StrTokenizer,0,128,23679,128,1183,15,4313,3.6458157227387997,4.790363482671175,51,1196,1,1,4,32,5,0,0,0,0
10307,commons-lang,ConstantInitializer,0,22,2563,12,85,10,348,4.094117647058823,3.0352941176470587,35,93,0,0,0,2,0,0,0,0,0
10308,commons-lang,TestRecursiveGenericObject,0,4,126,0,10,7,70,7,3.5,15,15,0,0,0,0,0,0,0,0,0
10309,commons-lang,ConcurrentUtilsTest,41,116,13994,165,1459,11,3921,2.6874571624400274,1.9808087731322823,29,1232,12,12,0,0,0,0,70,0,7
10310,commons-lang,MultilineRecursiveToStringStyle,0,42,4238,50,370,10,1226,3.3135135135135134,2.689189189189189,36,392,0,0,1,1,1,0,0,0,0
10311,commons-lang,NotVisibleExceptionFactory,0,15,646,0,17,8,139,8.176470588235293,6.411764705882353,22,41,0,0,0,0,0,0,0,0,0
10312,commons-lang,ExceptionWithCause,0,10,507,2,23,7,149,6.478260869565218,5.043478260869565,22,34,0,0,0,0,0,0,0,0,0
10313,commons-lang,LowerCaseFormat,0,20,428,2,20,10,158,7.9,5.55,22,37,0,0,0,0,0,0,0,0,0
10314,commons-lang,UnicodeUnescaperTest,3,22,793,6,94,8,242,2.574468085106383,1.2659574468085106,21,74,1,1,0,0,0,0,3,0,0
10315,commons-lang,ShortPrefixToStringStyle,0,8,611,2,15,6,69,4.6,4.6,19,16,0,0,0,0,0,0,0,0,0
10316,commons-lang,FractionTest,25,96,29943,1096,6733,15,13903,2.0649042031783753,2.858903906133967,36,5390,71,71,4,0,0,22,402,0,0
10317,commons-lang,UnicodeEscaperTest,3,21,825,9,103,7,227,2.203883495145631,1.3980582524271845,18,86,0,0,0,0,0,0,3,0,0
